tic,indicator,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
LNZL,Операционная маржа,,,,,,1.8849,13.1048,22.9761,,,,,
LNZL,EBITDA рентабельность,,,,,,6.4142,36.1988,22.1378,,,,,
LNZL,Тек. ливкидность,,,,,,,,9.8434,,,,,
LNZLP,P/E,,,,,,,,8.84,,,,,
LNZLP,P/B,,,,,,,,0.53,,,,,
LNZLP,P/S,,,,,,0.85,0.59,0.64,,,,,
LNZLP,P/CF,,,,,,,,2.46,,,,,
LNZLP,P/FCF,,,,,,,8.6,3.99,,,,,
LNZLP,EV/S,,,,,,0.03,-0.34,-0.21,,,,,
LNZLP,EV/EBITDA,,,,,,,,-0.96,,,,,
LNZLP,EV/EBIT,,,,,,,,-1.5898,,,,,
LNZLP,Коэффициент долга,,,,,,,0.18,0.19,,,,,
LNZLP,D/E,,,,,,,,0.2308,,,,,
LNZLP,CAPEX/Выручка,,,,2.2612,8.6908,14.615,12.5443,9.937,,,,,
LNZLP,NetDebt/EBITDA,,,,,,,,-3.8421,,,,,
LNZLP,Долг/EBITDA,,,,,,,,0.16,,,,,
LNZLP,ROE,,,,,,,,8.69,,,,,
LNZLP,ROA,,,,,,,,7.06,,,,,
LNZLP,Return on Sales,,,,,,-2.85,27.54,13.4,,,,,
LNZLP,ROIC,,,,,,,,11.97,,,,,
LNZLP,ROCE,,,,,,,,9.0469,,,,,
LNZLP,Net Margin,,,,,,-5.2171,20.4154,11.2695,,,,,
LNZLP,Операционная маржа,,,,,,1.8849,13.1048,22.9761,,,,,
LNZLP,EBITDA рентабельность,,,,,,6.4142,36.1988,22.1378,,,,,
LNZLP,Тек. ливкидность,,,,,,,,9.8434,,,,,
LSNG,P/E,,,,,,,,5.99,4.9,6.61,4.26,8.91,
LSNG,P/B,,,,,,,,0.52,0.41,0.56,0.51,0.97,
LSNG,P/S,,,,,,,,0.87,0.71,0.93,0.89,1.63,
LSNG,P/CF,,,,,,,,2.14,2.03,2.23,1.88,3.58,
LSNG,P/FCF,,,,,,,,8.95,324.7,17.28,5.3,14.32,
LSNG,EV/S,,,,,,,,1.11,1.06,1.22,1.03,1.65,
LSNG,EV/EBITDA,,,,,,,,3.12,2.93,2.69,2.09,4.24,
LSNG,EV/EBIT,,,,,,,,5.3171,5.2852,6.7279,3.9993,8.1297,
LSNG,Коэффициент долга,,,,,,,,0.35,0.34,0.34,0.35,0.32,
LSNG,D/E,,,,,,,,0.5499,0.5091,0.5199,0.5386,0.4598,
LSNG,CAPEX/Выручка,,,,,,,,30.8999,34.7994,36.3484,30.4906,34.1484,
LSNG,NetDebt/EBITDA,,,,,,,,0.6795,0.9667,0.6302,0.2837,0.062,
LSNG,Долг/EBITDA,,,,,,,,0.96,1.03,0.75,0.6,0.61,
LSNG,ROE,,,,,,,,8.64,8.28,8.53,11.98,10.84,
LSNG,ROA,,,,,,,,5.58,5.49,5.63,7.79,7.43,
LSNG,Return on Sales,,,,,,,,20.82,20.08,18.11,25.69,20.32,
LSNG,ROIC,,,,,,,,7.93,7.45,7.2,10.73,8.52,
LSNG,ROCE,,,,,,,,10.2006,9.2516,9.0199,12.929,10.4681,
LSNG,Net Margin,,,,,,,,14.4689,14.5132,14.1037,20.8656,18.2742,
LSNG,Операционная маржа,,,,,,,,20.8239,20.0787,18.1136,25.6864,20.3232,
LSNG,EBITDA рентабельность,,,,,,,,35.4513,36.1812,45.3448,49.0555,39.0063,
LSNG,Тек. ливкидность,,,,,,,,0.334,0.2666,0.3705,0.4444,0.6241,
LSNGP,P/E,,,,,,,,5.99,4.9,6.61,4.26,8.91,
LSNGP,P/B,,,,,,,,0.52,0.41,0.56,0.51,0.97,
LSNGP,P/S,,,,,,,,0.87,0.71,0.93,0.89,1.63,
LSNGP,P/CF,,,,,,,,2.14,2.03,2.23,1.88,3.58,
LSNGP,P/FCF,,,,,,,,8.95,324.7,17.28,5.3,14.32,
LSNGP,EV/S,,,,,,,,1.11,1.06,1.22,1.03,1.65,
LSNGP,EV/EBITDA,,,,,,,,3.12,2.93,2.69,2.09,4.24,
LSNGP,EV/EBIT,,,,,,,,5.3171,5.2852,6.7279,3.9993,8.1297,
LSNGP,Коэффициент долга,,,,,,,,0.35,0.34,0.34,0.35,0.32,
LSNGP,D/E,,,,,,,,0.5499,0.5091,0.5199,0.5386,0.4598,
LSNGP,CAPEX/Выручка,,,,,,,,30.8999,34.7994,36.3484,30.4906,34.1484,
LSNGP,NetDebt/EBITDA,,,,,,,,0.6795,0.9667,0.6302,0.2837,0.062,
LSNGP,Долг/EBITDA,,,,,,,,0.96,1.03,0.75,0.6,0.61,
LSNGP,ROE,,,,,,,,8.64,8.28,8.53,11.98,10.84,
LSNGP,ROA,,,,,,,,5.58,5.49,5.63,7.79,7.43,
LSNGP,Return on Sales,,,,,,,,20.82,20.08,18.11,25.69,20.32,
LSNGP,ROIC,,,,,,,,7.93,7.45,7.2,10.73,8.52,
LSNGP,ROCE,,,,,,,,10.2006,9.2516,9.0199,12.929,10.4681,
LSNGP,Net Margin,,,,,,,,14.4689,14.5132,14.1037,20.8656,18.2742,
LSNGP,Операционная маржа,,,,,,,,20.8239,20.0787,18.1136,25.6864,20.3232,
LSNGP,EBITDA рентабельность,,,,,,,,35.4513,36.1812,45.3448,49.0555,39.0063,
LSNGP,Тек. ливкидность,,,,,,,,0.334,0.2666,0.3705,0.4444,0.6241,
LSRG,P/FCF,,5.89,2.24,,,,,,,,,,
MAGN,P/E,,,,,,,,8.95,14.44,3.38,5.19,4.93,
MAGN,P/B,,,,,,,,1.38,1.85,1.66,0.68,0.88,
MAGN,P/S,,,,,,,,1.01,1.36,0.89,0.52,0.76,
MAGN,P/CF,,,,,,,,4.44,7.0,3.9,2.55,5.07,
MAGN,P/FCF,,,,,,,,8.63,16.03,6.7,5.03,18.94,
MAGN,EV/S,,,,,,,,0.97,1.38,0.9,0.42,0.65,
MAGN,EV/EBITDA,,,,,,,,4.1,6.8,2.37,1.9,2.52,
MAGN,EV/EBIT,,,,,,,,6.6479,10.8481,2.6684,3.3294,3.4697,
MAGN,Коэффициент долга,,,,,,,,0.33,0.39,0.35,0.27,0.26,
MAGN,D/E,,,,,,,,0.501,0.629,0.535,0.3779,0.3599,
MAGN,CAPEX/Выручка,,,,,,,,11.327,10.9414,9.5175,11.3568,12.426,
MAGN,NetDebt/EBITDA,,,,,,,,-0.1308,0.0809,0.0265,-0.449,-0.4565,
MAGN,Долг/EBITDA,,,,,,,,0.48,0.76,0.22,0.47,0.36,
MAGN,ROE,,,,,,,,15.51,12.79,48.84,13.14,17.84,
MAGN,ROA,,,,,,,,10.33,7.85,31.81,9.54,13.12,
MAGN,Return on Sales,,,,,,,,14.66,12.7,33.66,12.64,18.62,
MAGN,ROIC,,,,,,,,14.82,12.38,39.17,14.47,16.35,
MAGN,ROCE,,,,,,,,16.5054,13.9591,53.2492,14.7818,19.7846,
MAGN,Net Margin,,,,,,,,11.3138,9.447,26.2988,10.0552,15.5045,
MAGN,Операционная маржа,,,,,,,,16.8385,14.7577,31.6282,15.7081,19.1493,
MAGN,EBITDA рентабельность,,,,,,,,23.751,20.2464,37.9633,22.1558,25.6222,
MAGN,Тек. ливкидность,,,,,,,,1.9112,1.5595,2.3973,2.2681,2.1646,
MBNK,Коэффициент долга,,,,,,,,0.84,0.84,,,,
MBNK,D/E,,,,,,,,5.1821,5.3354,,,,
MBNK,CAPEX/Выручка,,,,,17.597,5.0012,8.4026,10.166,9.0397,,,,
MBNK,ROE,,,,,,,,6.26,2.42,,,,
MBNK,ROA,,,,,,,,1.01,0.38,,,,
MBNK,Net Margin,,,,,,,,7.9226,2.9766,,,,
MDMG,P/E,,,,,,,,8.78,8.19,9.97,6.98,7.63,
MDMG,P/B,,,,,,,,1.32,1.75,2.62,1.19,1.69,
MDMG,P/S,,,,,,,,1.43,1.8,2.37,1.26,2.11,
MDMG,P/CF,,,,,,,,4.68,5.27,7.05,4.12,6.21,
MDMG,P/FCF,,,,,,,,24.29,13.16,12.57,4.85,10.04,
MDMG,EV/S,,,,,,,,1.65,1.95,2.45,1.11,1.78,
MDMG,EV/EBITDA,,,,,,,,5.76,6.21,7.47,3.53,5.34,
MDMG,EV/EBIT,,,,,,,,8.6628,8.063,9.3448,5.7514,6.5375,
MDMG,Коэффициент долга,,,,,,,,0.38,0.38,0.33,0.19,0.16,
MDMG,D/E,,,,,,,,0.6035,0.6035,0.4843,0.2299,0.1963,
MDMG,CAPEX/Выручка,,,,,,,,24.7048,20.4064,14.8089,4.6348,12.9559,
MDMG,NetDebt/EBITDA,,,,,,,,0.7616,0.4898,0.2325,-0.488,-0.9782,
MDMG,Долг/EBITDA,,,,,,,,1.39,1.05,0.58,0.08,0.1,
MDMG,ROE,,,,,,,,15.59,21.72,26.6,17.5,22.64,
MDMG,ROA,,,,,,,,9.72,13.54,17.92,14.23,18.92,
MDMG,Return on Sales,,,,,,,,19.07,24.18,26.23,19.29,27.25,
MDMG,ROIC,,,,,,,,12.79,17.07,23.66,17.32,20.41,
MDMG,ROCE,,,,,,,,12.5747,17.5584,23.6929,16.9793,20.7622,
MDMG,Net Margin,,,,,,,,17.2441,22.6477,24.3581,18.709,28.3109,
MDMG,Операционная маржа,,,,,,,,19.3959,23.5409,26.2571,19.7024,27.1768,
MDMG,EBITDA рентабельность,,,,,,,,28.6822,31.4004,32.8156,31.4169,33.3608,
MDMG,Тек. ливкидность,,,,,,,,1.1869,1.0377,0.8993,1.4597,2.3628,
MGKL,P/E,,,,,,,,,,,,8.07,
MGKL,P/B,,,,,,,,,,,,4.21,
MGKL,P/S,,,,,,,,,,,,0.96,
MGKL,P/CF,,,,,,,,,,,,-7.88,
MGKL,Коэффициент долга,,,,,,,,,0.96,0.82,0.87,0.85,
MGKL,D/E,,,,,,,,,26.1766,4.5885,6.8762,5.8827,
MGKL,CAPEX/Выручка,,,,,,,,,,14.0649,0.3617,7.5776,
MGKL,ROE,,,,,,,,,459.41,-38.53,0.83,52.16,
MGKL,ROA,,,,,,,,,16.9,-6.89,0.11,7.58,
MGKL,Net Margin,,,,,,,,,27.7249,-32.8035,0.1608,11.9054,
MGNT,P/E,,,,,,,,36.58,17.53,11.52,15.92,,
MGNT,P/B,,,,,,,,1.86,3.16,3.1,2.14,,
MGNT,P/S,,,,,,,,0.26,0.37,0.3,0.19,,
MGNT,P/CF,,,,,,,,3.97,3.87,3.27,1.88,,
MGNT,P/FCF,,,,,,,31.11,,6.81,5.06,2.41,,
MGNT,EV/S,,,,,,,,0.38,0.68,0.65,0.42,,
MGNT,EV/EBITDA,,,,,,,,2.95,5.93,5.64,3.87,,
MGNT,EV/EBIT,,,,,,,,8.8686,12.157,11.0884,15.389,,
MGNT,Коэффициент долга,,,,,,,,0.8,0.81,0.85,0.85,,
MGNT,D/E,,,,,,,,4.032,4.1692,5.7585,5.7315,,
MGNT,CAPEX/Выручка,,,,,,,,4.1754,2.0258,3.2259,2.2141,,
MGNT,NetDebt/EBITDA,,,,,,,,0.9838,2.6882,3.0494,2.1457,,
MGNT,Долг/EBITDA,,,,,,,,1.03,0.93,1.26,1.63,,
MGNT,ROE,,,,,,,,5.07,18.04,26.88,13.47,,
MGNT,ROA,,,,,,,,1.01,3.49,3.98,2.0,,
MGNT,Return on Sales,,,,,,,,4.33,5.6,5.87,2.75,,
MGNT,ROIC,,,,,,,,,,10.54,7.32,,
MGNT,ROCE,,,,,,,,9.1342,13.155,13.7088,7.4201,,
MGNT,Net Margin,,,,,,,,0.6988,2.1234,2.5925,1.1876,,
MGNT,Операционная маржа,,,,,,,,,,5.8679,4.1674,,
MGNT,EBITDA рентабельность,,,,,,,,13.0188,11.4681,11.5426,10.9419,,
MGNT,Тек. ливкидность,,,,,,,,0.8367,0.939,0.7706,1.0872,,
MGTSP,P/E,,,,,,,,11.84,15.79,11.9,7.28,,
MGTSP,P/B,,,,,,,,2.57,2.41,1.8,1.03,,
MGTSP,P/S,,,,,,,,4.62,4.96,4.38,2.81,,
MGTSP,P/CF,,,,,,,,10.62,10.44,14.75,6.16,,
MGTSP,P/FCF,,,,,,,,19.27,17.1,25.19,8.7,,
MGTSP,EV/S,,,,,,,,4.65,4.89,4.35,2.78,,
MGTSP,EV/EBITDA,,,,,,,,6.77,8.46,7.19,4.89,,
MGTSP,EV/EBIT,,,,,,,,10.3532,13.865,11.2433,7.7831,,
MGTSP,Коэффициент долга,,,,,,,,0.34,0.31,0.24,0.19,,
MGTSP,D/E,,,,,,,,0.5136,0.4512,0.3154,0.2419,,
MGTSP,CAPEX/Выручка,,,,,,,,19.5444,18.4884,12.2869,13.3202,,
MGTSP,NetDebt/EBITDA,,,,,,,,0.0379,-0.1103,-0.0404,-0.0528,,
MGTSP,Долг/EBITDA,,,,,,,0.05,0.05,0.05,0.06,,,
MGTSP,ROE,,,,,,,,21.67,15.21,15.11,14.11,,
MGTSP,ROA,,,,,,,,14.31,10.48,11.49,11.37,,
MGTSP,Return on Sales,,,,,,,,44.91,35.28,38.7,35.69,,
MGTSP,ROIC,,,,,,,,15.38,11.4,11.27,9.28,,
MGTSP,ROCE,,,,,,,,19.5896,14.034,13.6284,11.51,,
MGTSP,Net Margin,,,,,,,,39.0561,31.4715,36.8511,38.6122,,
MGTSP,Операционная маржа,,,,,,,,44.1002,34.7756,37.8116,35.4111,,
MGTSP,EBITDA рентабельность,,,,,,,,68.6937,57.7926,60.4936,56.8172,,
MGTSP,Тек. ливкидность,,,,,,,,0.944,0.8684,2.2771,2.7503,,
MOEX,P/FCF,,,0.23,,,,2.16,,,,,,
MRKC,P/E,,,,,,,,4.34,8.26,4.1,,,
MRKC,P/B,,,,,,,,2.97,0.36,0.35,,,
MRKC,P/S,,,,,,,,0.14,0.17,0.16,,,
MRKC,P/CF,,,,,,,,1.12,1.33,0.83,,,
MRKC,P/FCF,,,,,,7.51,9.0,,,3.48,,,
MRKC,EV/S,,,,,,,,0.59,0.61,0.45,,,
MRKC,EV/EBITDA,,,,,,,,2.93,3.57,2.14,,,
MRKC,EV/EBIT,,,,,,,,6.8344,11.9067,4.7828,,,
MRKC,Коэффициент долга,,,,,,,,0.61,0.61,0.61,,,
MRKC,D/E,,,,,,,,1.569,1.5487,1.5448,,,
MRKC,CAPEX/Выручка,,,,,,,,12.6773,13.9716,14.8378,,,
MRKC,NetDebt/EBITDA,,,,,,,,2.2195,2.5591,1.3711,,,
MRKC,Долг/EBITDA,,,,,,,,2.3,2.64,1.45,,,
MRKC,ROE,,,,,,,,6.84,4.5,8.54,,,
MRKC,ROA,,,,,,,,2.66,1.77,3.35,,,
MRKC,Return on Sales,,,,,,,,8.58,5.15,9.37,,,
MRKC,ROIC,,,,,,,,5.86,3.68,6.94,,,
MRKC,ROCE,,,,,,,,8.6563,5.6495,10.1724,,,
MRKC,Net Margin,,,,,,,,3.3317,2.2085,4.0449,,,
MRKC,Операционная маржа,,,,,,,,8.5771,5.1466,9.3678,,,
MRKC,EBITDA рентабельность,,,,,,,,20.0395,17.1667,20.9308,,,
MRKC,Тек. ливкидность,,,,,,,,0.7289,0.599,0.6106,,,
MRKP,P/E,,,,,,,,4.03,4.42,2.61,2.54,,
MRKP,P/B,,,,,,,,0.49,0.46,0.38,0.38,,
MRKP,P/S,,,,,,,,0.28,0.29,0.24,0.25,,
MRKP,P/CF,,,,,,,,2.54,2.04,1.32,0.97,,
MRKP,P/FCF,,,,,,,4.31,,16.56,11.78,2.55,,
MRKP,EV/S,,,,,,,,0.53,0.57,0.4,0.41,,
MRKP,EV/EBITDA,,,,,,,,2.79,2.73,1.65,1.72,,
MRKP,EV/EBIT,,,,,,,,4.8042,4.7126,2.6073,2.8281,,
MRKP,Коэффициент долга,,,,,,,,0.5,0.48,0.47,0.52,,
MRKP,D/E,,,,,,,,0.9911,0.926,0.9018,1.0701,,
MRKP,CAPEX/Выручка,,,,,,,,13.4918,12.6293,16.3578,15.7136,,
MRKP,NetDebt/EBITDA,,,,,,,,1.326,1.3197,0.6532,0.6908,,
MRKP,Долг/EBITDA,,,,,,,,1.44,1.41,0.67,1.0,,
MRKP,ROE,,,,,,,,12.17,10.47,14.51,15.07,,
MRKP,ROA,,,,,,,,6.11,5.44,7.63,7.28,,
MRKP,Return on Sales,,,,,,,,11.06,12.08,15.47,14.52,,
MRKP,ROIC,,,,,,,,10.07,10.33,12.98,13.21,,
MRKP,ROCE,,,,,,,,13.1747,13.2231,16.8578,17.1909,,
MRKP,Net Margin,,,,,,,,6.9267,6.6458,9.3285,9.6877,,
MRKP,Операционная маржа,,,,,,,,11.063,12.0818,15.4652,14.5172,,
MRKP,EBITDA рентабельность,,,,,,,,19.0227,20.89,24.421,23.8749,,
MRKP,Тек. ливкидность,,,,,,,,1.0049,0.687,0.5926,0.5555,,
MRKS,P/E,,,,,,,,61.91,-71.51,47.38,-125.51,-22.37,
MRKS,P/B,,,,,,,,1.69,2.13,1.85,1.32,4.44,
MRKS,P/S,,,,,,,,0.49,0.63,0.54,0.36,0.95,
MRKS,P/CF,,,,,,,,4.28,7.95,5.07,3.0,8.13,
MRKS,P/FCF,,,,,,,,,,,16.22,,
MRKS,EV/S,,,,,,,,1.11,1.28,1.2,0.95,1.55,
MRKS,EV/EBITDA,,,,,,,,8.07,8.85,8.21,7.14,16.7,
MRKS,EV/EBIT,,,,,,,,22.2825,19.2661,22.0735,16.1429,-700.655,
MRKS,Коэффициент долга,,,,,,,,0.76,0.77,0.77,0.78,0.82,
MRKS,D/E,,,,,,,,3.2196,3.3566,3.2869,3.6195,4.6966,
MRKS,CAPEX/Выручка,,,,,,,,18.1267,11.564,13.8361,9.8393,16.162,
MRKS,NetDebt/EBITDA,,,,,,,,4.5176,4.4959,4.4776,4.425,6.4206,
MRKS,Долг/EBITDA,,,,,,,,4.35,4.54,4.56,4.67,6.7,
MRKS,ROE,,,,,,,,2.8,-2.41,3.89,-1.05,-19.86,
MRKS,ROA,,,,,,,,0.66,-0.55,0.91,-0.23,-3.49,
MRKS,Return on Sales,,,,,,,,5.0,6.63,5.42,5.89,-0.22,
MRKS,ROIC,,,,,,,,4.16,7.63,6.15,3.45,-0.22,
MRKS,ROCE,,,,,,,,6.2651,7.6254,6.6212,10.2578,-0.2617,
MRKS,Net Margin,,,,,,,,0.8136,-0.7105,1.1468,-0.2882,-4.2534,
MRKS,Операционная маржа,,,,,,,,5.0009,6.6339,5.4186,5.8888,-0.2207,
MRKS,EBITDA рентабельность,,,,,,,,13.8027,14.4365,14.5761,13.3096,9.2616,
MRKS,Тек. ливкидность,,,,,,,,0.5064,0.4158,0.3514,0.3001,0.4704,
MRKU,P/E,,,,,,,,5.4,29.86,,,,
MRKU,P/B,,,,,,,,0.31,0.3,,,,
MRKU,P/S,,,,,,,,0.14,0.16,,,,
MRKU,P/CF,,,,,,,,1.7,1.58,,,,
MRKU,P/FCF,,,,,6.54,16.15,,,,,,,
MRKU,EV/S,,,,,,,,0.28,0.36,,,,
MRKU,EV/EBITDA,,,,,,,,2.55,3.42,,,,
MRKU,EV/EBIT,,,,,,,,6.6404,18.3386,,,,
MRKU,Коэффициент долга,,,,,,,,0.48,0.49,,,,
MRKU,D/E,,,,,,,,0.915,0.9572,,,,
MRKU,CAPEX/Выручка,,,,,,,,9.487,12.5449,,,,
MRKU,NetDebt/EBITDA,,,,,,,,1.2992,1.9125,,,,
MRKU,Долг/EBITDA,,,,,,,,1.5,2.15,,,,
MRKU,ROE,,,,,,,,5.81,1.3,,,,
MRKU,ROA,,,,,,,,3.03,0.66,,,,
MRKU,Return on Sales,,,,,,,,4.16,1.98,,,,
MRKU,ROIC,,,,,,,,4.38,1.82,,,,
MRKU,ROCE,,,,,,,,5.9841,2.312,,,,
MRKU,Net Margin,,,,,,,,2.6012,0.7018,,,,
MRKU,Операционная маржа,,,,,,,,4.1567,1.9767,,,,
MRKU,EBITDA рентабельность,,,,,,,,10.8355,10.6082,,,,
MRKU,Тек. ливкидность,,,,,,,,0.7218,0.5833,,,,
MRKV,P/E,,,,,,,,4.28,-109.08,9.52,,,
MRKV,P/B,,,,,,,,0.43,0.33,0.24,,,
MRKV,P/S,,,,,,,,0.27,0.21,0.14,,,
MRKV,P/CF,,,,,,,,1.87,2.16,1.19,,,
MRKV,P/FCF,,,,,,2.98,10.83,18.17,,13.87,,,
MRKV,EV/S,,,,,,,,0.31,0.32,0.24,,,
MRKV,EV/EBITDA,,,,,,,,2.0,3.43,2.07,,,
MRKV,EV/EBIT,,,,,,,,3.8958,66.1445,9.0256,,,
MRKV,Коэффициент долга,,,,,,,,0.34,0.37,0.39,,,
MRKV,D/E,,,,,,,,0.5095,0.5954,0.633,,,
MRKV,CAPEX/Выручка,,,,,,,,12.7434,12.8957,11.0383,,,
MRKV,NetDebt/EBITDA,,,,,,,,0.3104,1.1331,0.8028,,,
MRKV,Долг/EBITDA,,,,,,,,0.41,1.23,0.91,,,
MRKV,ROE,,,,,,,,10.06,-0.3,2.48,,,
MRKV,ROA,,,,,,,,6.66,-0.19,1.52,,,
MRKV,Return on Sales,,,,,,,,8.08,0.48,2.61,,,
MRKV,ROIC,,,,,,,,8.07,0.55,2.28,,,
MRKV,ROCE,,,,,,,,10.1863,0.5494,3.1166,,,
MRKV,Net Margin,,,,,,,,6.2131,-0.1941,1.5144,,,
MRKV,Операционная маржа,,,,,,,,8.0791,0.478,2.6118,,,
MRKV,EBITDA рентабельность,,,,,,,,15.7611,9.2156,11.4016,,,
MRKV,Тек. ливкидность,,,,,,,,1.0464,0.9462,0.8149,,,
MRKY,P/E,,,,,,,,-1.56,-6.07,-1.84,14.78,3.35,
MRKY,P/B,,,,,,,,1.25,2.6,-8.1,-10.42,3.9,
MRKY,P/S,,,,,,,,0.13,0.18,0.16,0.11,0.2,
MRKY,P/CF,,,,,,,,1.03,1.37,2.56,0.77,1.31,
MRKY,P/FCF,,,,,,,,1.61,,,4.11,4.45,
MRKY,EV/S,,,,,,,,0.54,0.65,0.76,0.55,0.56,
MRKY,EV/EBITDA,,,,,,,,45.42,9.69,-145.2,4.47,3.33,
MRKY,EV/EBIT,,,,,,,,-11.2567,98.5918,-10.7863,8.014,4.712,
MRKY,Коэффициент долга,,,,,,,,0.89,0.93,1.02,1.01,0.95,
MRKY,D/E,,,,,,,,8.1573,14.0618,-45.6078,-108.842,18.2253,
MRKY,CAPEX/Выручка,,,,,,,,4.6825,16.7125,13.0797,11.9344,10.6157,
MRKY,NetDebt/EBITDA,,,,,,,,34.2634,7.0024,-114.951,3.5484,2.1521,
MRKY,Долг/EBITDA,,,,,,,,35.52,7.39,-120.63,4.15,2.62,
MRKY,ROE,,,,,,,,-80.58,-42.82,441.22,-70.51,116.46,
MRKY,ROA,,,,,,,,-8.8,-2.84,-9.89,0.65,6.06,
MRKY,Return on Sales,,,,,,,,-4.83,0.66,-7.02,6.86,11.9,
MRKY,ROIC,,,,,,,,-6.82,1.12,-14.51,7.57,23.96,
MRKY,ROCE,,,,,,,,-8.1799,1.1249,-17.6705,18.2721,31.9473,
MRKY,Net Margin,,,,,,,,-8.5844,-2.96,-8.5927,0.7671,5.907,
MRKY,Операционная маржа,,,,,,,,-4.8319,0.6571,-7.0191,6.8581,11.8997,
MRKY,EBITDA рентабельность,,,,,,,,1.1976,6.6857,-0.5215,12.2942,16.8593,
MRKY,Тек. ливкидность,,,,,,,,0.6818,0.5266,0.4508,0.6642,0.6697,
MRKZ,P/E,,,,,,,,4.76,-4.57,-5.61,,,
MRKZ,P/B,,,,,,,,0.26,0.28,0.28,,,
MRKZ,P/S,,,,,,,,0.1,0.11,0.1,,,
MRKZ,P/CF,,,,,,,,0.84,1.2,0.97,,,
MRKZ,P/FCF,,,,,,16.97,,3.73,49.0,,,,
MRKZ,EV/S,,,,,,,,0.4,0.41,0.37,,,
MRKZ,EV/EBITDA,,,,,,,,2.74,3.63,4.06,,,
MRKZ,EV/EBIT,,,,,,,,7.6947,-62.6032,-908.925,,,
MRKZ,Коэффициент долга,,,,,,,,0.6,0.62,0.64,,,
MRKZ,D/E,,,,,,,,1.4897,1.6201,1.8159,,,
MRKZ,CAPEX/Выручка,,,,,,,,9.6602,8.7962,10.7822,,,
MRKZ,NetDebt/EBITDA,,,,,,,,2.021,2.6832,2.9921,,,
MRKZ,Долг/EBITDA,,,,,,,,2.05,2.84,3.18,,,
MRKZ,ROE,,,,,,,,5.46,-6.14,-4.99,,,
MRKZ,ROA,,,,,,,,2.19,-2.34,-1.77,,,
MRKZ,Return on Sales,,,,,,,,5.17,-0.66,-0.04,,,
MRKZ,ROIC,,,,,,,,5.61,-0.99,-0.05,,,
MRKZ,ROCE,,,,,,,,7.2651,-1.1052,-0.0614,,,
MRKZ,Net Margin,,,,,,,,2.1995,-2.3636,-1.7533,,,
MRKZ,Операционная маржа,,,,,,,,5.1707,-0.661,-0.0411,,,
MRKZ,EBITDA рентабельность,,,,,,,,14.5068,11.3983,9.1869,,,
MRKZ,Тек. ливкидность,,,,,,,,0.5093,0.3899,0.5709,,,
MSNG,P/E,,,,,,4.21,3.82,9.28,10.24,,,,
MSNG,P/B,,,,,,0.39,0.3,0.27,0.25,,,,
MSNG,P/S,,,,,,0.53,0.41,0.47,0.46,,,,
MSNG,P/CF,,,,,,2.48,2.3,2.97,2.95,,,,
MSNG,P/FCF,,,,,,2.48,4.32,6.34,6.84,,,,
MSNG,EV/S,,,,,,0.55,0.35,0.54,0.5,,,,
MSNG,EV/EBITDA,,,,,,2.42,1.61,4.71,2.95,,,,
MSNG,EV/EBIT,,,,,,3.7153,2.7541,16.1815,10.5466,,,,
MSNG,Коэффициент долга,,,,,,0.2,0.16,0.21,0.19,,,,
MSNG,D/E,,,,,,0.2572,0.1846,0.2641,0.2341,,,,
MSNG,CAPEX/Выручка,,,,,4.2967,,8.3849,8.373,8.7796,,,,
MSNG,NetDebt/EBITDA,,,,,,0.0623,-0.2566,0.6511,0.2439,,,,
MSNG,Долг/EBITDA,,,,,,0.53,0.11,1.18,0.5,,,,
MSNG,ROE,,,,,,9.31,7.73,2.94,2.44,,,,
MSNG,ROA,,,,,,7.41,6.52,2.33,1.98,,,,
MSNG,Return on Sales,,,,,,14.72,12.87,3.37,4.71,,,,
MSNG,ROIC,,,,,,7.87,6.55,1.51,1.56,,,,
MSNG,ROCE,,,,,,9.4391,8.2442,1.6147,2.2023,,,,
MSNG,Net Margin,,,,,,12.6505,10.7633,5.058,4.447,,,,
MSNG,Операционная маржа,,,,,,14.8988,13.0276,3.4846,4.1999,,,,
MSNG,EBITDA рентабельность,,,,,,22.6094,22.0154,11.5778,16.8439,,,,
MSNG,Тек. ливкидность,,,,,,2.9931,4.7379,5.3986,4.5389,,,,
MSRS,P/E,,,,,,,,7.16,14.31,5.76,3.64,2.37,
MSRS,P/B,,,,,,,,0.33,0.38,0.32,0.26,0.29,
MSRS,P/S,,,,,,,,0.36,0.41,0.33,0.25,0.27,
MSRS,P/CF,,,,,,,,2.08,1.76,1.37,0.73,0.97,
MSRS,P/FCF,,,,,,,,160.23,6.96,5.41,1.87,18.52,
MSRS,EV/S,,,,,,,,0.9,0.9,0.61,0.49,0.49,
MSRS,EV/EBITDA,,,,,,,,3.82,4.4,2.8,2.26,1.89,
MSRS,EV/EBIT,,,,,,,,8.6299,13.5182,6.5849,5.0658,3.1732,
MSRS,Коэффициент долга,,,,,,,,0.5,0.5,0.51,0.51,0.48,
MSRS,D/E,,,,,,,,0.9933,1.0137,1.0604,1.0411,0.9354,
MSRS,CAPEX/Выручка,,,,,,,,17.0281,17.5603,17.7227,20.6178,26.5206,
MSRS,NetDebt/EBITDA,,,,,,,,2.2922,2.3818,1.3009,1.1264,0.8359,
MSRS,Долг/EBITDA,,,,,,,,2.34,2.42,1.57,1.49,0.93,
